loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
6000,36 months,12.69,5 years,OWN,75000,Source Verified,other,18.06,0,1,9,0,18768,0.666,27,6000,906.17,3488.26,0,25.17032967
4200,60 months,13.72,3 years,RENT,44196,Verified,debt_consolidation,4.37,0,0,4,0,7291,0.81,5,4200,1623.22,399.07,0,5.266483516
5250,36 months,5.79,10+ years,OWN,78000,Source Verified,major_purchase,16.29,0,0,6,0,7151,0.196,22,5250,447.93,1567.51,0,14.8021978
17500,36 months,14.22,4 years,OWN,25000,Source Verified,debt_consolidation,3.86,0,3,10,0,11201,0.26,61,17500,1885.95,15184.38,0,11.28296703
4325,36 months,6.91,< 1 year,MORTGAGE,45000,Not Verified,debt_consolidation,11.09,0,0,12,0,10226,0.616,22,4325,408.26,1803.27,0,6.271978022
5000,36 months,6.54,9 years,OWN,56400,Not Verified,debt_consolidation,5.79,0,0,15,1,4875,0.208,19,3351.62,465.75,291.72,1,16.39010989
12000,36 months,12.23,7 years,RENT,62500,Not Verified,debt_consolidation,14.82,0,1,8,0,22728,0.693,13,12000,2254.71,3479.25,0,14.0467033
29175,36 months,8.49,4 years,MORTGAGE,103000,Verified,home_improvement,12.71,0,2,18,0,14367,0.226,50,29175,795.27,27215.4,0,26.83791209
8450,36 months,8.59,< 1 year,RENT,42000,Verified,debt_consolidation,17.37,0,1,11,0,8493,0.587,25,8450,1165.92,271.09,0,12.12637363
20000,36 months,13.11,10+ years,MORTGAGE,218000,Not Verified,home_improvement,9.94,0,5,15,0,39576,0.277,31,6327.27,2430.18,674.9,1,15.72527473
23600,36 months,13.49,10+ years,RENT,102000,Verified,credit_card,14.19,0,0,17,0,30703,0.839,29,23600,4983.52,6201.76,0,13.96428571
33000,60 months,17.99,10+ years,MORTGAGE,82800,Verified,debt_consolidation,21.88,0,1,11,0,12739,0.506,30,5709.03,6856.74,30.94,1,17.55769231
13000,36 months,10.99,1 year,RENT,47000,Not Verified,wedding,4.75,0,0,5,0,6620,0.184,7,13000,2321.71,477.44,0,4.175824176
10000,36 months,10.37,10+ years,RENT,30000,Verified,debt_consolidation,20.88,0,0,12,0,6464,0.743,17,4334.61,1175.96,324.42,1,13.12912088
2400,36 months,11.71,< 1 year,RENT,24500,Source Verified,other,22.33,0,0,9,0,14572,0.732,13,2400,457.72,85.57,0,7.107142857
2000,36 months,11.97,8 years,MORTGAGE,48000,Not Verified,moving,10.4,0,1,7,0,16746,0.692,16,2000,444.21,53.81,0,10.61813187
7000,36 months,5.99,10+ years,MORTGAGE,55000,Not Verified,other,9.45,0,0,13,0,6413,0.086,29,7000,665.16,214.5,0,22.65659341
35000,60 months,20.3,5 years,RENT,85000,Verified,debt_consolidation,20.16,0,0,11,0,31306,0.745,24,23250,12855.42,8847.24,0,8.027472527
12000,36 months,7.9,< 1 year,MORTGAGE,65000,Source Verified,debt_consolidation,4.8,0,0,8,0,12063,0.711,33,12000,1430.3,3297.65,0,28.26373626
9000,36 months,13.98,3 years,RENT,27600,Verified,major_purchase,15.09,0,1,4,0,633,0.316,9,9000,1998.57,2097.57,0,7.942307692
18000,36 months,12.73,9 years,RENT,75000,Not Verified,credit_card,23.54,0,1,8,0,12289,0.588,22,18000,3882.37,596.55,0,13.37637363
15000,36 months,15.58,3 years,MORTGAGE,140000,Not Verified,debt_consolidation,16.7,3,0,14,0,108951,0.812,44,15000,1748.17,12037.66,0,22.82692308
3000,36 months,11.86,6 years,MORTGAGE,150000,Verified,major_purchase,9.1,0,6,16,0,28607,0.634,50,3000,192.84,2598.19,0,21.24175824
9500,36 months,11.71,5 years,MORTGAGE,80000,Not Verified,credit_card,13.99,0,0,9,0,10231,0.371,17,9500,1811.92,326.32,0,10.62087912
35000,36 months,12.99,7 years,MORTGAGE,170000,Verified,credit_card,21.83,0,0,16,0,44749,0.519,36,35000,7448.31,1205.4,0,13.79395604
10000,36 months,7.51,7 years,MORTGAGE,45000,Not Verified,wedding,1.25,0,0,6,0,685,0.015,9,10000,1199.66,339.37,0,8.695054945
12250,36 months,9.88,3 years,MORTGAGE,85500,Not Verified,home_improvement,22.11,0,0,14,0,201023,0.274,32,12250,1955.75,417.1,0,10.9532967
12800,60 months,17.27,2 years,RENT,46200,Source Verified,credit_card,15.12,0,0,6,0,5523,0.339,15,12800,4075.66,8893.15,0,9.78021978
15000,36 months,7.88,6 years,MORTGAGE,91224,Verified,debt_consolidation,2.28,0,2,7,0,0,0,32,15000,1882.84,1422.47,0,17.64010989
10000,36 months,13.98,5 years,OWN,64999.92,Not Verified,debt_consolidation,13.53,0,0,9,0,13980,0.595,17,9999.99,2220.15,2323.37,0,10.37087912
11200,36 months,13.16,6 years,RENT,63800,Verified,small_business,4.25,0,3,7,0,8897,0.191,7,1037.91,473.97,378.23,1,14.37912088
2700,36 months,12.84,4 years,MORTGAGE,45000,Not Verified,debt_consolidation,9.17,0,0,4,0,2857,0.922,19,2700,558.25,446.12,0,18.1456044
4650,36 months,10.28,10+ years,MORTGAGE,45600,Not Verified,other,3.26,1,1,3,0,105,0.35,25,2938.05,676.44,150.66,1,17.97527473
12000,36 months,11.71,8 years,RENT,50000,Verified,debt_consolidation,18.31,0,0,8,0,10909,0.646,9,12000,2288.76,422.04,0,6.774725275
3300,36 months,10.37,7 years,RENT,37500,Source Verified,small_business,5.47,0,0,8,0,2623,0.298,13,3300,554.16,108.27,0,7.692307692
12000,36 months,10.99,2 years,RENT,54000,Source Verified,debt_consolidation,20.56,0,0,4,0,16198,0.692,6,12000,2141.07,417.7,0,8.862637363
35000,60 months,22.74,10+ years,MORTGAGE,120000,Verified,house,24,0,0,14,0,18199,0.714,35,30354.34,23611.1,981.45,0,15.97252747
2800,36 months,10.65,10+ years,RENT,15600,Source Verified,major_purchase,20.92,0,1,8,1,9363,0.787,11,2800,483.35,97.85,0,14.88186813
3000,36 months,12.68,1 year,MORTGAGE,15000,Source Verified,other,4.56,0,1,3,0,930,0.332,10,3000,622.8,118.47,0,10.28571429
9800,60 months,16.45,< 1 year,MORTGAGE,52272,Not Verified,credit_card,21.79,0,6,7,1,5046,0.742,22,9800,3758.33,5146.3,0,14.21428571
4200,36 months,11.48,9 years,RENT,71000,Not Verified,debt_consolidation,6.83,0,1,5,0,11974,0.721,16,4200,784.82,151.32,0,10.45604396
6000,36 months,11.99,10+ years,RENT,1.00E+05,Not Verified,credit_card,21.1,0,0,11,0,32197,0.828,24,6000,623.58,4381.87,0,14.7967033
24000,36 months,10.99,2 years,MORTGAGE,65000,Verified,debt_consolidation,11.1,0,0,6,0,13572,0.656,28,24000,3876.48,5792.21,0,17.55494505
10000,60 months,15.33,6 years,RENT,75000,Not Verified,debt_consolidation,17.95,1,0,11,0,10610,0.517,39,10000,4370.94,746.24,0,15.0521978
9600,36 months,15.13,2 years,RENT,70000,Not Verified,wedding,16.35,0,3,15,0,29314,0.899,26,3217.89,1433.05,333.4,1,8.447802198
7500,60 months,12.68,4 years,RENT,35000,Verified,credit_card,8.4,0,0,5,0,6917,0.728,9,7500,787.76,18.57,0,13.45879121
5000,36 months,10.38,3 years,RENT,52000,Verified,debt_consolidation,14.35,0,1,11,0,3210,0.151,14,481.54,166.58,162.23,1,10.11538462
15000,36 months,6.03,n/a,MORTGAGE,85000,Verified,other,13.41,0,1,17,0,10459,0.083,33,15000,1435.16,457.47,0,38.21153846
7000,36 months,6.92,6 years,RENT,83236,Not Verified,debt_consolidation,10.08,0,0,15,0,7128,0.165,25,7000,618.77,697.56,0,8.35989011
16000,60 months,12.69,1 year,RENT,40000,Source Verified,debt_consolidation,21.48,0,0,7,0,6774,0.651,10,16000,5622.65,2458.83,0,8.947802198
3500,36 months,6.99,10+ years,OWN,66000,Source Verified,home_improvement,0.36,0,3,5,0,347,0.046,10,3500,114.73,3076.04,0,18.39010989
13150,60 months,15.99,6 years,MORTGAGE,81500,Not Verified,debt_consolidation,16.55,0,0,8,0,39904,0.75,17,13150,3369.71,9822.85,0,19.73351648
22000,36 months,20.77,5 years,MORTGAGE,93000,Verified,home_improvement,23.19,0,8,16,0,35483,0.647,36,10502.47,6621.72,829.16,1,16.72802198
10000,36 months,8.38,< 1 year,RENT,107000,Not Verified,small_business,2.28,0,2,4,0,15043,0.652,25,10000,1344.3,331.48,0,13.12912088
5000,36 months,14.11,10+ years,RENT,33280,Not Verified,small_business,13.77,0,2,9,0,6557,0.529,15,5000,280.52,4596.98,0,8.362637363
20000,36 months,12.42,3 years,RENT,63000,Verified,debt_consolidation,19.09,0,1,12,0,16167,0.703,27,20000,2836.26,12153.41,0,12.12362637
30000,60 months,11.11,10+ years,MORTGAGE,240000,Verified,other,10.49,0,0,10,0,52435,0.632,24,30000,9235.18,653.9,0,25.08516484
8000,36 months,15.99,< 1 year,OWN,32400,Not Verified,major_purchase,4.85,0,0,3,0,1321,0.944,13,8000,2141.79,321.47,0,5.016483516
24000,36 months,11.71,9 years,MORTGAGE,85000,Verified,credit_card,13.23,0,0,7,0,24004,0.762,20,24000,3336.74,13872.93,0,9.947802198
11625,60 months,9.91,10+ years,RENT,36000,Verified,vacation,9.03,0,0,8,0,13022,0.382,19,10659.25,3143.63,246.49,0,12.29395604
7650,36 months,11.71,5 years,RENT,57000,Verified,debt_consolidation,23.96,0,1,10,0,24086,0.634,18,2056.23,720.94,253.04,1,5.686813187
8200,36 months,5.79,9 years,MORTGAGE,150000,Source Verified,credit_card,12.71,0,1,18,0,93332,0.187,39,8200,735.41,1506.3,0,15.88736264
9250,36 months,10.36,n/a,MORTGAGE,52800,Verified,credit_card,19.89,0,1,12,0,43022,0.761,21,9250,1551.89,309.95,0,13.46428571
13600,36 months,6.03,5 years,RENT,85000,Source Verified,debt_consolidation,22.94,0,1,10,0,16636,0.206,26,13600,552.08,10842.05,0,15.04945055
15000,36 months,12.87,1 year,RENT,40000,Not Verified,debt_consolidation,22.74,0,0,12,0,17328,0.799,18,15000,3161.93,512.12,0,7.774725275
16000,36 months,6.91,10+ years,MORTGAGE,80000,Verified,credit_card,24.9,0,0,15,0,44290,0.412,34,16000,1761.74,501.15,0,19.73901099
22750,60 months,12.69,10+ years,MORTGAGE,43000,Verified,debt_consolidation,25.26,1,0,7,0,3120,0.39,30,5385.24,3858.3,514.03,1,14.21428571
8000,36 months,15.33,4 years,MORTGAGE,92000,Not Verified,debt_consolidation,9.8,0,3,10,1,10215,0.719,21,8000,2031.68,284.02,0,15.12912088
11000,36 months,15.33,10+ years,MORTGAGE,70000,Not Verified,debt_consolidation,24.12,0,2,22,0,18107,0.688,53,11000,2791.97,389.2,0,14.72252747
19400,60 months,20.3,10+ years,RENT,65000,Source Verified,small_business,4.69,0,0,3,0,10457,0.735,4,5526.85,6885.3,29.56,1,20.48901099
15000,36 months,15.27,1 year,RENT,30000,Source Verified,debt_consolidation,10.36,0,3,7,0,15978,0.799,10,15000,3790.71,545.09,0,5.184065934
2000,36 months,5.79,1 year,RENT,33000,Source Verified,medical,18.04,0,0,8,0,5069,0.073,18,2000,183.59,71.54,0,13.21153846
4800,36 months,6.03,n/a,RENT,20400,Verified,debt_consolidation,19.24,0,0,10,0,10324,0.276,21,4800,459.23,147.48,0,57.19505495
11000,36 months,8.59,10+ years,RENT,27000,Not Verified,debt_consolidation,24.49,0,1,6,0,5401,0.194,11,11000,299.18,10057.96,0,16.47527473
18000,60 months,14.91,n/a,RENT,36000,Verified,small_business,6,1,0,10,0,5914,0.352,43,18000,4445.5,13055.38,0,22.65659341
10650,36 months,10.59,2 years,MORTGAGE,48000,Verified,home_improvement,26.47,0,1,7,0,3265,0.255,12,10650,1385.2,5802.88,0,6.851648352
7000,36 months,11.66,10+ years,OWN,65000,Not Verified,home_improvement,19.68,0,0,23,0,44548,0.396,34,6999.98,1329.11,232.07,0,12.37637363
15000,36 months,15.83,10+ years,MORTGAGE,165000,Not Verified,debt_consolidation,13.52,1,2,10,0,198023,0.613,13,660.49,391.25,526.1,1,18.64835165
6800,36 months,15.99,6 years,MORTGAGE,67000,Verified,car,8.87,0,1,9,0,2004,0.128,22,6800,1253.08,4242.76,0,12.46153846
10000,36 months,5.42,10+ years,MORTGAGE,1.00E+05,Not Verified,debt_consolidation,3.19,0,0,6,0,5770,0.23,22,10000,858.52,323.75,0,16.47527473
12000,36 months,13.98,10+ years,MORTGAGE,230000,Source Verified,home_improvement,5.79,0,8,13,0,6649,0.185,52,12000,1656.94,8333.01,0,31.02472527
3250,36 months,8,3 years,MORTGAGE,40000,Not Verified,credit_card,10.26,0,3,12,0,18467,0.309,25,3250,416.3,110.55,0,20.81868132
4800,36 months,10.99,10+ years,MORTGAGE,45336,Not Verified,home_improvement,16.41,0,0,5,0,2072,0.391,12,4800,536.25,2999.54,0,7.607142857
20000,36 months,11.11,10+ years,RENT,44000,Verified,small_business,17.67,0,0,4,0,3856,0.654,18,6213.19,4158.34,391.86,1,18.1456044
11900,60 months,10.99,10+ years,RENT,38000,Not Verified,car,4.07,0,0,6,1,3384,0.128,12,5149.92,2616.51,30.38,1,22.24175824
3000,36 months,6.91,3 years,RENT,28000,Source Verified,other,7.8,0,3,5,0,830,0.085,8,3000,330.39,95.7,0,4.516483516
9600,60 months,15.95,3 years,MORTGAGE,115000,Verified,home_improvement,10.7,0,1,7,0,2260,0.269,25,9600,2165.31,7578.48,0,14.88186813
10000,36 months,5.99,3 years,MORTGAGE,125000,Source Verified,home_improvement,0.14,0,0,8,0,1473,0.032,14,10000,643.52,6083.45,0,17.14285714
9600,60 months,15.21,2 years,RENT,51000,Verified,debt_consolidation,14.05,0,0,5,1,9300,0.628,9,9600,934.34,8934.85,0,20.06868132
14000,36 months,7.9,10+ years,RENT,72000,Source Verified,credit_card,19.63,0,0,6,0,26752,0.745,10,14000,1099.98,697.1,0,18.1456044
5500,36 months,7.14,10+ years,MORTGAGE,59484,Verified,debt_consolidation,14.48,0,2,7,0,24582,0.666,29,5500,627.05,187.17,0,30.10164835
8000,36 months,5.99,4 years,MORTGAGE,79000,Not Verified,debt_consolidation,12.84,0,0,11,0,1827,0.029,19,8000,760.21,244.87,0,11.12087912
5000,60 months,13.98,2 years,RENT,81000,Verified,car,9.01,0,4,12,0,5930,0.24,25,5000,1977.35,121.77,0,16.46703297
6000,36 months,11.49,4 years,RENT,50000,Not Verified,debt_consolidation,23.04,0,0,11,0,12529,0.746,22,6000,715.36,3952.32,0,10.9532967
20000,60 months,11.99,9 years,MORTGAGE,52000,Verified,debt_consolidation,25.06,0,0,9,0,19324,0.567,23,20000,2890.62,16227.66,0,14.38186813
10800,36 months,6.91,5 years,MORTGAGE,51600,Not Verified,debt_consolidation,19.98,0,0,10,0,18975,0.791,21,7150,787.37,227.29,0,8.777472527
35000,60 months,17.88,3 years,MORTGAGE,80000,Verified,home_improvement,5.19,0,0,10,0,13046,0.405,29,35000,10683.97,8222.67,0,21.65384615
7000,36 months,15.88,< 1 year,RENT,95000,Verified,house,24.19,0,0,6,0,590,0.843,15,7000,1844.6,261.2,0,14.79945055
24250,36 months,13.98,2 years,RENT,60000,Verified,debt_consolidation,11.78,0,2,3,0,24656,0.78,21,8874.28,3551.86,27.45,1,9.697802198
12000,60 months,14.65,6 years,MORTGAGE,43700,Source Verified,debt_consolidation,18.67,0,1,16,0,21119,0.524,31,12000,4852.72,2688.72,0,17.39285714
12000,36 months,11.58,10+ years,MORTGAGE,74000,Not Verified,home_improvement,4.3,1,1,18,0,12293,0.206,33,12000,339.59,11548.65,0,23.24725275
2800,36 months,11.99,4 years,MORTGAGE,140000,Verified,vacation,15.44,1,1,22,0,34277,0.704,44,2800,497.19,194.66,0,30.93681319
5000,36 months,11.83,< 1 year,MORTGAGE,96000,Not Verified,credit_card,23.75,0,1,13,0,66179,0.406,33,5000,964.12,181.33,0,20.65659341
22250,60 months,14.79,4 years,MORTGAGE,38400,Verified,small_business,23.16,0,1,13,0,17449,0.515,27,1581.51,1557.33,349.28,1,13.54120879
5000,36 months,5.42,10+ years,RENT,33600,Not Verified,debt_consolidation,13.36,0,2,11,0,6660,0.271,21,5000,428.77,160.99,0,15.21703297
17500,36 months,7.9,4 years,RENT,75000,Not Verified,debt_consolidation,13.22,0,1,10,0,18553,0.492,19,17500,2212.86,550.94,0,23.91483516
5000,36 months,5.42,7 years,RENT,42000,Not Verified,major_purchase,15.26,0,0,9,0,920,0.054,15,5000,429.51,167.73,0,10.28571429
5000,36 months,11.49,7 years,RENT,2.00E+05,Source Verified,medical,5.58,0,1,9,0,39849,0.766,13,5000,777.66,2323.57,0,23.16208791
7000,60 months,9.99,6 years,RENT,40000,Not Verified,debt_consolidation,20.88,0,1,7,0,18712,0.645,29,7000,1195.15,977.19,0,10.28296703
15000,36 months,16.89,1 year,OWN,60000,Source Verified,debt_consolidation,3.46,1,0,8,0,3590,0.374,47,15000,2801.48,9811.73,0,14.12912088
6000,36 months,13.99,3 years,MORTGAGE,36000,Source Verified,wedding,8.73,0,1,4,0,4503,0.866,8,6000,1316.87,1588.01,0,5.101648352
4800,36 months,14.11,2 years,MORTGAGE,89004,Not Verified,home_improvement,10.64,0,1,9,0,17965,0.795,19,4800,1114.73,172.61,0,16.39010989
12000,36 months,7.29,3 years,RENT,89000,Not Verified,credit_card,7.67,0,0,5,0,2323,0.324,14,12000,1396.25,406.43,0,7.10989011
25000,60 months,17.88,6 years,RENT,80000,Verified,small_business,18.06,1,0,21,0,19401,0.795,51,25000,12992.1,632.71,0,11.20879121
5000,36 months,14.42,2 years,RENT,107028,Verified,small_business,1.96,0,0,5,0,4233,0.46,7,2490.05,925,171.92,1,7.357142857
10000,60 months,20.9,5 years,RENT,62000,Verified,debt_consolidation,18.73,1,0,3,0,126,0.252,11,1622.99,2418.31,269.98,1,9.697802198
14000,36 months,7.88,10+ years,OWN,60000,Not Verified,home_improvement,21.02,0,0,9,0,18449,0.279,25,14000,1766.25,456.75,0,17.3021978
20000,36 months,9.63,< 1 year,MORTGAGE,195000,Source Verified,debt_consolidation,7.56,0,1,14,0,28003,0.376,30,20000,2441.2,10256.3,0,24
1500,36 months,14.79,10+ years,RENT,41000,Source Verified,debt_consolidation,19.2,1,1,8,0,6834,0.913,33,1500,366.32,55.81,0,11.95604396
7500,36 months,5.79,10+ years,MORTGAGE,99300,Verified,home_improvement,8.92,0,3,17,0,895,0.01,42,7500,346.57,5584.03,0,17.89010989
16000,36 months,7.49,10+ years,RENT,62000,Source Verified,debt_consolidation,14.15,0,0,6,0,7901,0.534,28,5794.29,1165.25,497.63,1,16.14010989
2000,36 months,15.27,2 years,RENT,41000,Verified,moving,17.74,0,1,7,0,18115,0.964,11,2000,505.4,15.88,0,7.524725275
10000,36 months,15.95,3 years,MORTGAGE,35100,Source Verified,debt_consolidation,7.28,0,0,9,0,3921,0.353,10,10000,979.85,8529.58,0,3.178571429
3500,36 months,10.91,1 year,RENT,15000,Not Verified,debt_consolidation,11.52,0,0,8,0,3570,0.724,9,3500,609.5,565.92,0,2.755494505
7200,36 months,18.79,3 years,RENT,40000,Not Verified,debt_consolidation,24.27,1,0,7,0,14249,0.983,17,7200,2281.72,283.4,0,10.61538462
6000,36 months,7.9,5 years,MORTGAGE,139200,Not Verified,car,20.09,0,0,19,0,33725,0.434,31,6000,395.09,17.91,0,21.15384615
10000,60 months,20.25,10+ years,RENT,56000,Verified,wedding,13.07,1,0,8,0,5566,0.267,20,608.97,984.27,266.34,1,12.70879121
14000,36 months,5.42,4 years,RENT,80000,Not Verified,credit_card,6.76,0,0,6,0,23983,0.571,15,14000,1116.9,4150.84,0,44.57142857
12000,36 months,11.36,7 years,MORTGAGE,65000,Not Verified,major_purchase,9.08,0,0,12,0,22568,0.508,26,12000,2162.27,2328.79,0,14.21428571
12000,36 months,8.9,5 years,RENT,42900,Not Verified,debt_consolidation,16.03,0,0,9,0,18433,0.768,30,12000,1155.35,7446.41,0,12.04120879
15000,36 months,7.88,5 years,OWN,91000,Source Verified,debt_consolidation,16.8,0,2,6,0,25760,0.685,20,15000,1387.18,8417.04,0,13.54120879
3500,36 months,17.27,2 years,RENT,21600,Source Verified,credit_card,15.89,1,0,4,0,2039,0.261,6,3500,668.07,2294.9,0,4.013736264
35000,60 months,18.79,n/a,MORTGAGE,90000,Verified,debt_consolidation,21.27,0,3,17,1,35290,0.752,29,21925,5598.19,17904.81,0,17.64010989
12000,60 months,20.25,2 years,RENT,76000,Verified,small_business,1.66,0,0,6,0,5216,0.686,9,12000,5376.74,296.07,0,4.263736264
8000,36 months,17.99,n/a,RENT,30000,Source Verified,wedding,7.28,0,1,5,0,8886,0.759,8,8000,1737.73,4829.16,0,3.508241758
18000,60 months,17.99,7 years,MORTGAGE,158899,Verified,debt_consolidation,21.83,0,1,19,0,54382,0.671,35,2211.16,2795.71,456.99,1,19.98351648
12000,36 months,9.99,4 years,RENT,60000,Source Verified,debt_consolidation,14.5,0,0,13,0,19387,0.567,15,12000,731.26,10028.28,0,10.78571429
10000,36 months,13.23,10+ years,RENT,57996,Not Verified,debt_consolidation,5.46,0,0,9,0,6331,0.466,18,10000,2170.8,357.16,0,12.46153846
8775,36 months,12.36,8 years,RENT,45600,Not Verified,other,15.53,0,1,10,0,8494,0.442,13,8775,1581.21,3338.15,0,5.186813187
7200,36 months,12.18,1 year,RENT,111000,Not Verified,other,22.39,0,0,16,0,37591,0.772,34,7200,1431.32,249.19,0,24.67032967
16000,36 months,6.17,10+ years,MORTGAGE,75000,Not Verified,debt_consolidation,19.5,0,1,14,0,11164,0.165,22,9775,958.11,306.07,0,16.56043956
5500,36 months,10.74,10+ years,MORTGAGE,60000,Not Verified,credit_card,15.62,0,1,18,1,12835,0.437,29,5500,671.08,3308.5,0,11.12362637
12800,60 months,11.49,5 years,MORTGAGE,40000,Not Verified,home_improvement,20.04,0,0,13,0,24723,0.514,27,1133.96,817.71,281.45,1,11.12087912
18000,36 months,16.7,5 years,MORTGAGE,130000,Not Verified,credit_card,19.1,1,7,13,0,201583,0.892,23,18000,5006.22,673.21,0,10.12087912
1775,36 months,6.99,5 years,RENT,22800,Source Verified,small_business,26.47,0,3,13,0,1527,0.078,25,1775,132.3,479.74,0,5.684065934
15000,36 months,7.9,9 years,MORTGAGE,90000,Verified,other,9.95,0,2,12,0,8238,0.172,33,15000,1166.99,165.13,0,11.70879121
6000,36 months,12.18,< 1 year,RENT,51541.36,Not Verified,other,4.68,0,0,3,0,4342,0.462,6,6000,1163.14,1175.13,0,5.604395604
16000,60 months,10.99,8 years,MORTGAGE,66420,Source Verified,home_improvement,4.16,0,0,12,0,5253,0.247,32,10450,3160.51,1116.71,0,14.54395604
5100,36 months,13.24,< 1 year,RENT,17000,Not Verified,credit_card,6.99,0,32,4,0,5734,0.591,22,471.21,216.79,172.43,1,2.17032967
10000,36 months,10.51,10+ years,RENT,84996,Not Verified,debt_consolidation,21.12,0,1,19,0,30067,0.618,41,5325,906.57,177.84,0,20.23626374
10000,36 months,11.86,9 years,MORTGAGE,107220.57,Not Verified,credit_card,4.52,0,0,5,0,6547,0.753,23,10000,1933.73,352.39,0,10.03296703
6000,36 months,12.73,2 years,MORTGAGE,57000,Not Verified,other,7.73,1,0,8,2,0,0,22,6000,1192.3,1573.39,0,12.88186813
7400,36 months,10.65,4 years,RENT,42000,Not Verified,debt_consolidation,5.43,0,0,7,0,12815,0.491,9,7400,1277.45,256.58,0,3.678571429
5000,36 months,16.45,3 years,MORTGAGE,46000,Not Verified,credit_card,10.75,0,6,7,0,6284,0.379,10,5000,1281.49,544.34,0,3.936813187
9800,60 months,17.99,3 years,RENT,145008,Verified,debt_consolidation,10.42,0,3,13,0,10768,0.408,30,9800,3729.5,6086.5,0,18.97802198
20000,36 months,11.48,< 1 year,MORTGAGE,50000,Not Verified,debt_consolidation,23.52,0,1,11,0,24123,0.581,21,20000,2126.41,15.07,0,32.77747253
7000,36 months,5.42,7 years,OWN,14400,Not Verified,credit_card,13.5,0,0,8,0,4853,0.1,24,7000,559.04,2085.87,0,15.55769231
6500,36 months,13.79,10+ years,MORTGAGE,38004,Source Verified,other,23.37,1,0,11,0,12518,0.491,18,6499.99,1473.58,224.16,0,16.05494505
15000,36 months,12.42,2 years,MORTGAGE,90000,Not Verified,debt_consolidation,9.69,2,3,13,0,6284,0.237,42,15000,2215.72,8705.43,0,14.63461538
5000,36 months,16.45,2 years,RENT,16000,Not Verified,debt_consolidation,1.88,0,0,2,0,981,0.654,3,5000,1461.86,106.78,0,3.181318681
